gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
RNASEH2C	4131934	202	53	81934	26057	0	1	1	0	7	19	610813	9.893785e-01	1
DIRAS3	331080	524	-25	114168	33654	0	3	2	0	2	5	155916	9.893883e-01	1
REST	590352	569	37	556214	148390	0	4	3	0	50	123	5273809	9.894119e-01	1
FGD4	357808	378	-9	400014	102879	0	1	1	0	7	8	515602	9.894506e-01	1
IKBKB	514464	361	44	398523	103092	0	4	2	0	50	91	3726648	9.895089e-01	1
TCF20	1257937	305	43	975895	284852	0	13	6	0	44	89	4548828	9.895360e-01	1
NR1H2	1072052	528	26	232525	68870	0	8	2	0	4	12	394689	9.895439e-01	1
MORF4L2	485629	NaN	43	145124	40399	0	1	2	0	13	21	642763	9.895496e-01	1
SAMD4B	1748498	252	32	346906	106571	0	4	2	0	50	108	4669031	9.895522e-01	1
TNK1	1911735	206	36	324186	109056	0	3	1	0	50	104	4402000	9.895654e-01	1
TDRD3	69594	808	16	384891	102666	0	2	2	0	36	61	2868471	9.896460e-01	1
PPIP5K1	794398	269	37	755511	211935	0	3	3	0	8	15	1292910	9.896599e-01	1
TMPRSS2	266466	454	61	276758	74266	0	1	2	0	50	72	4636016	9.896860e-01	1
SNX11	1195543	255	11	139089	39192	0	1	0	0	12	45	1163335	9.896992e-01	1
TAF1	729010	NaN	32	988036	254180	0	8	1	0	1	4	406972	9.897075e-01	1
FAM193B	1120311	347	41	392985	118428	0	8	0	0	0	0	118428	9.897086e-01	1
FAM50B	271690	208	30	163229	45937	0	8	3	0	1	4	92655	9.897181e-01	1
PIGG	562684	624	19	487841	151159	0	3	2	0	26	31	2179629	9.897283e-01	1
CIC	790787	299	37	770989	273776	0	14	6	0	7	16	822038	9.897402e-01	1
NKRF	663615	NaN	48	356207	97483	0	2	2	0	50	80	3700733	9.897434e-01	1
EIF2B5	1453689	334	42	371259	102879	0	2	1	0	50	91	5164611	9.897451e-01	1
DYNC1I2	354433	344	33	336256	86549	0	1	1	0	50	61	3675031	9.897738e-01	1
CRTC2	2028800	222	34	343356	111612	0	5	0	0	1	1	171110	9.897893e-01	1
KRT14	1494501	323	11	239057	69580	0	1	0	0	12	46	1655933	9.897935e-01	1
BCAR1	568174	171	16	485782	158969	0	5	1	0	7	5	568497	9.898083e-01	1
SRRM1	466068	348	27	448862	143065	0	2	1	0	5	1	297135	9.898156e-01	1
FLG	433645	548	21	2003194	594128	0	35	12	0	1	12	704533	9.898398e-01	1
RALGAPA1	258743	457	12	1082253	285633	0	5	0	0	0	0	285633	9.898503e-01	1
GLTPD2	1272092	222	28	138734	51262	0	1	0	0	31	64	3183214	9.898692e-01	1
SBK1	1139917	221	55	203699	70432	0	4	1	0	17	59	2108771	9.898783e-01	1
VPS37D	1197825	214	52	120629	42955	0	1	1	0	7	11	556001	9.898815e-01	1
AMACR	270768	793	4	264901	53534	0	2	2	0	6	9	559835	9.899115e-01	1
MYH3	60385	749	-41	1013880	259647	0	18	3	0	4	8	477475	9.899124e-01	1
SPR	450159	421	23	126025	43523	0	2	2	0	2	8	299762	9.899365e-01	1
USP5	2822601	232	32	444744	121197	0	9	5	0	3	8	308992	9.899913e-01	1
PRKAG1	1754222	212	60	175157	47641	0	2	2	0	11	37	922929	9.900197e-01	1
SEMA3B	843769	206	51	375803	117718	0	3	3	0	50	84	4083068	9.900214e-01	1
CYP2C9	278564	721	-15	254038	66953	0	1	2	0	50	85	3465155	9.900406e-01	1
NTN5	1597109	242	31	239128	79094	0	4	0	0	6	8	432603	9.900603e-01	1
C1QC	389456	541	29	119493	39405	0	2	1	0	3	4	174660	9.900630e-01	1
TFAP2E	1049488	388	34	213923	74266	0	5	1	0	1	4	193830	9.900648e-01	1
UCP1	125708	752	7	154425	46647	0	3	4	0	4	13	341013	9.900817e-01	1
CACNB2	74282	408	4	392417	105790	0	6	0	0	4	3	290106	9.900860e-01	1
WASF2	795528	156	26	249494	76183	0	1	1	0	50	82	4223719	9.901301e-01	1
GNB1	1492510	229	26	177500	48919	0	1	2	0	29	51	2262770	9.901343e-01	1
INTU	211890	437	-11	483723	131847	0	6	1	0	2	4	239767	9.901350e-01	1
CYP4X1	388889	479	4	266392	68870	0	2	2	0	3	6	353935	9.901577e-01	1
CECR2	424899	390	-46	727324	209663	0	7	1	0	17	19	1399126	9.901754e-01	1
FSTL3	1832767	218	10	132344	40186	0	1	1	0	50	122	5523800	9.901785e-01	1
DUOXA2	667418	544	27	194540	57865	0	1	2	0	50	109	5501577	9.901874e-01	1
EPHA8	407931	541	25	530725	162164	0	8	5	0	6	8	540381	9.901913e-01	1
RASIP1	1635420	190	44	462991	162377	0	9	5	0	47	93	3678510	9.901964e-01	1
ZC3H12A	446254	357	25	293940	93720	0	8	4	0	2	6	239767	9.902041e-01	1
SRD5A3	235221	348	8	161170	46505	0	6	3	0	2	5	138947	9.902142e-01	1
ACCS	345807	680	3	260428	71852	0	6	3	0	2	4	202847	9.902227e-01	1
DIS3L	530074	307	44	543505	144698	0	4	1	0	3	7	370052	9.902317e-01	1
CAPN9	438898	550	7	365011	93152	0	3	3	0	29	56	2499981	9.902504e-01	1
NLGN4Y	0	0	0	439206	119919	0	2	3	0	15	16	1309666	9.902645e-01	1
LLGL1	925111	223	18	532926	166566	0	8	2	0	23	40	2114451	9.902774e-01	1
TNS1	500812	399	23	867549	265611	0	22	13	0	17	44	1460612	9.902943e-01	1
CEP68	647041	340	38	370265	119209	0	3	5	0	26	33	1752990	9.903061e-01	1
ACSL3	261505	361	14	373460	99187	0	4	0	0	3	2	205687	9.903078e-01	1
SF3A3	445132	232	42	270865	63545	0	1	0	0	42	63	2978308	9.903080e-01	1
MBLAC2	83822	824	25	137243	42529	0	1	2	0	8	15	690333	9.903187e-01	1
PDCD11	544182	147	48	952891	273137	0	11	6	0	8	12	748482	9.903356e-01	1
SORCS3	14547	986	-29	625865	177784	0	16	3	0	1	4	231602	9.903913e-01	1
UPF1	1302747	189	27	571834	162803	0	28	9	0	2	12	376229	9.904245e-01	1
TMEM202	1116695	366	41	140864	37630	0	2	2	0	3	10	257233	9.904289e-01	1
CYP26C1	558273	470	18	249565	88679	0	6	2	0	3	4	289609	9.904923e-01	1
ABCA4	512482	370	-2	1168660	326174	0	28	12	0	4	13	440200	9.904972e-01	1
CCNB3	45831	NaN	1	713834	187582	0	2	2	0	28	23	2117149	9.905344e-01	1
FHAD1	NaN	NaN	NaN	745003	183464	0	5	1	0	9	15	1052504	9.905371e-01	1
GMIP	768855	418	-10	485995	151514	0	5	5	0	24	28	1826333	9.905587e-01	1
RFX4	247645	482	-1	415989	111612	0	5	1	0	2	3	252547	9.905645e-01	1
NFRKB	635581	248	-3	662998	204125	0	14	5	0	15	46	1707408	9.905752e-01	1
ARL4C	121224	608	15	94643	28684	0	1	3	0	7	14	449785	9.906079e-01	1
GGA3	1723762	171	31	382193	113245	0	6	5	0	6	21	570911	9.906118e-01	1
VILL	318742	457	24	441407	121978	0	3	0	0	2	0	277681	9.906180e-01	1
PRR7	1038665	261	59	132415	44162	0	2	2	0	4	6	347971	9.906207e-01	1
TTC19	954548	370	-32	257233	71639	0	3	0	0	3	5	290035	9.906307e-01	1
ARSB	203299	452	50	271575	82218	0	1	1	0	50	91	5716068	9.906307e-01	1
KCNJ9	829863	386	17	192055	60563	0	7	2	0	4	10	340232	9.906904e-01	1
PIP5K1C	2156221	206	32	343285	99116	0	2	3	0	50	124	5210122	9.906947e-01	1
PKD1	1696923	224	41	2081152	707444	0	24	8	0	13	20	1868010	9.907268e-01	1
GBP6	441714	820	-2	328801	84845	0	1	3	0	16	15	1068479	9.907388e-01	1
TKTL2	74744	1164	-26	307288	93365	0	4	0	0	3	3	264404	9.907477e-01	1
AP2M1	1456939	257	45	234016	53321	0	3	3	0	4	12	510277	9.907513e-01	1
SIRPB2	397239	386	42	171820	50765	0	1	2	0	4	14	573041	9.907892e-01	1
OVOL2	764857	499	-9	140083	38837	0	2	3	0	5	9	352444	9.907948e-01	1
LGMN	423482	499	48	229543	58859	0	1	0	0	13	23	1180872	9.908296e-01	1
ADAMTS19	38096	1075	-16	623167	167489	0	6	4	0	20	30	1790052	9.908656e-01	1
RBM22	1107515	211	54	217899	59640	0	1	0	0	10	13	646029	9.908752e-01	1
DPF2	4112809	242	50	206468	52966	0	1	1	0	7	19	610813	9.908891e-01	1
PLCD1	318742	457	24	404629	112109	0	2	0	0	26	40	2826581	9.908969e-01	1
GCDH	1886809	335	40	236004	68799	0	4	0	0	12	22	796052	9.909242e-01	1
OTUD5	834315	NaN	40	286840	86762	0	3	0	0	13	24	1259043	9.909343e-01	1
SUFU	872436	165	36	249991	71000	0	6	5	0	3	11	310412	9.909651e-01	1
KRT39	977588	404	10	250417	69509	0	3	3	0	4	4	199084	9.909720e-01	1
LMNA	2150035	180	39	336398	102382	0	10	3	0	4	10	408818	9.909931e-01	1
TPX2	890615	237	23	390997	100607	0	3	2	0	5	4	287053	9.910238e-01	1
ITIH2	199302	528	-8	491533	130640	0	4	3	0	7	19	864354	9.910466e-01	1
PNCK	1716845	NaN	44	227910	65604	0	3	0	0	7	20	813660	9.910505e-01	1
ZC3H3	2168942	235	34	462281	153928	0	8	6	0	11	24	965103	9.910640e-01	1
ALS2CL	298503	495	41	488835	142071	0	4	1	0	16	11	848450	9.910718e-01	1
PPP2R1A	478211	896	-38	298626	90312	0	14	5	0	1	5	149526	9.910869e-01	1
KRT40	977588	404	10	221094	60705	0	4	0	0	4	4	199084	9.910896e-01	1
FEZF1	61242	1007	-15	237779	69367	0	4	5	0	7	9	403067	9.910948e-01	1
CPSF1	2043455	200	36	738613	216479	0	27	10	0	2	16	431751	9.911076e-01	1
FANCI	642890	400	25	699989	181192	0	12	6	0	6	19	646526	9.911147e-01	1
RAD52	473725	289	44	218254	58859	0	7	3	0	1	5	170897	9.911687e-01	1
FBXL4	237914	891	-6	315666	87756	0	1	1	0	50	78	4067448	9.911801e-01	1
SOS1	805852	351	18	689197	182399	0	5	0	0	0	0	182399	9.912034e-01	1
VASP	1107927	194	44	195179	58504	0	4	4	0	3	16	380986	9.912034e-01	1
ALG3	1460188	257	49	229117	70148	0	1	1	0	50	82	4133336	9.912056e-01	1
ZBTB8A	1429703	230	21	225496	59285	0	4	0	0	1	0	87543	9.912852e-01	1
CDH11	23628	1085	-56	404913	112890	0	7	5	0	4	6	345273	9.912864e-01	1
SRRM3	851224	195	50	321204	107991	0	4	2	0	50	71	4039119	9.912916e-01	1
UTP14C	385945	461	41	385175	104938	0	2	0	0	3	0	253683	9.913167e-01	1
PIGS	1517567	225	24	279882	84774	0	9	6	0	4	17	371756	9.913242e-01	1
GOLGA2	1813435	201	46	522347	140296	0	6	3	0	49	85	4140223	9.913636e-01	1
TDRD9	694566	406	28	721786	192197	0	11	3	0	1	5	284639	9.914093e-01	1
KY	221323	459	13	342433	89531	0	3	5	0	6	19	552877	9.914408e-01	1
TSC22D1	205312	350	38	541233	173808	0	4	4	0	19	27	1606517	9.914696e-01	1
RELN	291011	954	7	1796726	469381	0	46	11	0	3	12	568426	9.915031e-01	1
PLA2G15	910198	281	30	206397	62196	0	1	0	0	50	86	3830805	9.915280e-01	1
POM121	641244	332	59	476907	161880	0	1	3	0	33	37	2296708	9.915322e-01	1
MARCH11	160001	888	-24	199297	60776	0	1	0	0	13	12	745145	9.915392e-01	1
FGFR1	841062	381	47	487841	139657	0	4	5	0	15	37	2011288	9.915955e-01	1
CLDN14	391816	428	78	115020	39192	0	11	4	0	1	4	62338	9.915995e-01	1
ATP2C2	646239	396	5	488551	139160	0	3	2	0	13	11	936277	9.916083e-01	1
PDE6D	979792	193	33	80017	19880	0	1	3	0	2	20	359331	9.916283e-01	1
DRD4	1774224	236	57	197806	73556	0	5	4	0	32	73	2362028	9.916302e-01	1
MFSD6L	423397	636	11	281373	93720	0	8	4	0	5	21	561397	9.916322e-01	1
LGALS9C	928601	254	0	186091	50978	0	1	0	0	8	11	618055	9.916352e-01	1
ALG10B	42332	589	-38	239199	65391	0	5	1	0	1	3	126238	9.916499e-01	1
ZNF579	1094560	399	4	265540	95069	0	3	1	0	17	13	890127	9.916584e-01	1
HOXC10	1257445	274	23	171820	48635	0	1	1	0	27	59	2545918	9.916902e-01	1
NKX2-2	283479	694	-10	134119	41819	0	2	2	0	12	53	1450388	9.917202e-01	1
DCAF13	430771	673	28	314601	86478	0	4	4	0	7	15	545209	9.917213e-01	1
NOLC1	1041024	187	45	359899	97625	0	2	1	0	13	25	1294827	9.917217e-01	1
GAB1	183119	699	18	369697	102098	0	4	3	0	40	65	2430259	9.917606e-01	1
BCL9	NaN	NaN	NaN	698569	218396	0	7	5	0	50	163	8125240	9.917854e-01	1
DOCK5	178665	512	14	987752	251269	0	14	2	0	4	9	594625	9.917944e-01	1
NAPA	794875	276	44	159466	38198	0	5	4	0	4	9	219958	9.917947e-01	1
SLC9A1	886940	336	27	405836	124960	0	5	3	0	13	18	951613	9.918122e-01	1
IRS1	146164	493	-3	603003	192552	0	18	3	0	4	13	500479	9.918127e-01	1
SYNM	271694	361	-3	766658	236359	0	8	2	0	5	7	745997	9.918213e-01	1
ATP12A	467468	619	40	537967	149171	0	8	2	0	1	7	377791	9.918492e-01	1
MMEL1	323457	335	30	409386	109056	0	2	4	0	35	33	2493449	9.918650e-01	1
RHOXF2B	800534	NaN	23	294934	79520	0	1	0	0	12	17	1355390	9.918955e-01	1
TUBA1A	2141275	214	56	226206	65604	0	3	0	0	1	0	130995	9.918999e-01	1
NSMCE1	227767	448	27	142071	34506	0	3	1	0	1	1	100110	9.919229e-01	1
C2orf78	1124858	404	43	453548	137953	0	3	3	0	21	28	1412900	9.919319e-01	1
LRRIQ4	404285	689	13	281373	80514	0	5	0	0	1	1	155845	9.919338e-01	1
CASKIN2	1918292	195	25	586176	197877	0	7	5	0	14	19	1233980	9.919702e-01	1
MYCBPAP	1432761	200	22	504455	140722	0	4	4	0	47	83	3152826	9.919893e-01	1
MRPL4	1729517	200	31	165785	51262	0	2	2	0	27	60	1996804	9.919993e-01	1
UBC	1090586	206	33	338741	100891	0	2	1	0	4	13	595122	9.920105e-01	1
SLC43A1	923775	197	9	284710	85058	0	2	0	0	15	18	918101	9.920308e-01	1
PDIA6	691715	507	50	230040	62409	0	5	3	0	3	10	256097	9.920459e-01	1
PIK3R5	359348	636	10	442401	135894	0	9	2	0	2	4	255103	9.920546e-01	1
PRAM1	726124	214	1	333132	103092	0	4	2	0	7	8	552309	9.921028e-01	1
FBXL19	1508459	247	46	337463	115162	0	14	6	0	3	14	468884	9.921142e-01	1
EPS8L3	933010	190	27	308353	87188	0	3	2	0	50	118	4516736	9.921184e-01	1
ESRRG	15599	1132	-28	235720	62693	0	3	3	0	9	19	642550	9.921195e-01	1
ABCC2	1035115	171	30	790869	223437	0	11	3	0	5	13	547055	9.921251e-01	1
TMCC3	242132	576	26	240690	67308	0	6	4	0	4	9	301182	9.921491e-01	1
NECAB1	108662	842	-13	190777	44375	0	6	3	0	1	4	109695	9.921813e-01	1
GCC1	411207	619	-7	384181	112535	0	9	1	0	1	1	138663	9.921894e-01	1
TLE6	1119793	197	35	299336	80443	0	7	4	0	11	24	723490	9.922032e-01	1
LCA5	300263	564	0	359118	92016	0	6	0	0	3	2	186020	9.922048e-01	1
HS1BP3	580167	278	28	198374	58291	0	1	1	0	50	92	3934749	9.922103e-01	1
GLIPR1L2	313411	606	-22	130995	34293	0	6	0	0	0	0	34293	9.922260e-01	1
KPNA6	1351816	218	27	278178	76467	0	3	3	0	13	42	1409776	9.922569e-01	1
ZNF85	157327	1055	-68	310199	73201	0	1	0	0	9	0	249565	9.922725e-01	1
LAMB3	211663	300	4	596542	171749	0	22	8	0	2	10	308069	9.923001e-01	1
WIPI1	699214	233	-15	231957	64326	0	3	0	0	1	6	229614	9.923136e-01	1
FZD2	1261037	254	16	274415	87259	0	9	5	0	6	31	728247	9.923207e-01	1
OXER1	343875	378	28	200362	71000	0	3	2	0	10	21	644822	9.923534e-01	1
CD101	765941	540	24	516383	144769	0	5	1	0	13	35	1567538	9.923627e-01	1
CREB3L3	2256881	244	42	230892	71994	0	1	1	0	50	86	4286057	9.923691e-01	1
SAFB2	873075	295	17	492953	133693	0	8	0	0	1	0	180127	9.923695e-01	1
UNC5A	1056724	222	44	422734	127871	0	7	5	0	50	109	4330574	9.923999e-01	1
RBM15	449729	379	28	471440	155632	0	7	2	0	18	27	1343746	9.924098e-01	1
WNK2	479663	408	49	1080904	360254	0	32	8	0	1	9	408605	9.924110e-01	1
CDKN2AIP	235218	163	16	285917	87046	0	2	1	0	11	15	745429	9.924641e-01	1
MGP	341752	426	8	55664	13561	0	2	2	0	1	4	50836	9.924964e-01	1
TMEM164	216187	NaN	42	150023	44659	0	2	1	0	5	15	403422	9.925245e-01	1
SSPO	455147	615	28	2605771	774752	0	54	23	0	5	34	1341474	9.925423e-01	1
KCNG2	323907	509	-22	218396	80656	0	2	1	0	37	65	3843443	9.925478e-01	1
NR2C1	365826	544	27	328091	84703	0	6	1	0	1	4	134048	9.925764e-01	1
KIF20B	202048	401	23	942028	223082	0	5	1	0	10	9	901771	9.925960e-01	1
ZNF75D	255033	NaN	36	265469	64468	0	1	0	0	2	8	317299	9.925962e-01	1
AGPAT2	1918290	190	56	139302	43665	0	3	3	0	4	8	261706	9.926089e-01	1
MEX3D	2122824	221	35	314033	116440	0	7	4	0	50	86	3634064	9.926112e-01	1
MAGEE1	55359	NaN	-19	461287	150875	0	5	3	0	21	50	2608966	9.926343e-01	1
NRSN2	879317	185	41	100891	31808	0	1	2	0	4	6	243246	9.926468e-01	1
MXD3	942017	227	53	118286	35500	0	3	3	0	4	8	234513	9.926579e-01	1
NOC3L	242278	482	12	423941	105364	0	11	1	0	0	1	105364	9.926931e-01	1
POLG2	1306314	184	23	248713	68657	0	1	0	0	8	9	526394	9.927068e-01	1
RAB3A	1178047	210	43	114310	29891	0	3	1	0	1	1	88750	9.927298e-01	1
PLXNB3	2103463	NaN	30	966807	309063	0	24	8	0	50	110	4175581	9.927385e-01	1
PINK1	631461	208	35	284142	94146	0	13	1	0	0	1	94146	9.927498e-01	1
PCDHA13	NaN	NaN	NaN	465831	150591	0	6	3	0	50	161	8057435	9.927780e-01	1
IARS2	651419	613	-1	525613	140438	0	19	4	0	0	4	140438	9.928072e-01	1
CEP97	547972	421	9	442614	119706	0	10	3	0	0	3	119706	9.928250e-01	1
PCDHA1	861651	606	2	464979	151230	0	4	3	0	50	76	4600090	9.928453e-01	1
RHPN2	458398	356	-12	352941	98406	0	2	0	0	3	4	459228	9.928573e-01	1
MID2	167346	NaN	49	377436	100536	0	1	0	0	20	24	1653945	9.928735e-01	1
SLC17A7	2173457	290	44	284284	83567	0	4	4	0	19	48	1829315	9.928790e-01	1
TLL2	798938	623	33	529163	137101	0	12	5	0	3	14	447726	9.928842e-01	1
SLC40A1	446631	511	-2	285917	85555	0	5	2	0	4	6	277326	9.928963e-01	1
SHROOM2	157955	NaN	0	792360	248997	0	9	3	0	36	53	3706413	9.929216e-01	1
SLC9A7	686372	NaN	45	371330	107068	0	2	1	0	36	51	2927401	9.929265e-01	1
PCDHGC5	665835	568	9	482587	160673	0	4	1	0	6	9	607192	9.929291e-01	1
SEMA3G	1078407	229	62	390074	123043	0	7	7	0	22	36	1466292	9.929434e-01	1
ADAMTS8	693280	382	-6	438638	136888	0	9	2	0	2	6	326884	9.929469e-01	1
TUBG2	1740597	177	36	232525	64823	0	1	1	0	50	88	4377718	9.929576e-01	1
TEC	253162	404	42	337960	80372	0	4	3	0	2	5	230608	9.929635e-01	1
GALR3	1385064	203	66	172175	65320	0	2	0	0	5	4	332919	9.929765e-01	1
PPFIA1	514596	530	44	624445	168128	0	7	2	0	8	18	648159	9.929766e-01	1
TRIM54	1245306	182	52	206823	56871	0	2	4	0	22	50	1699811	9.929775e-01	1
JUND	1178047	210	43	163513	58859	0	2	0	0	36	81	3375837	9.929781e-01	1
H2AFJ	340728	578	-4	61486	21584	0	1	2	0	4	6	147183	9.929806e-01	1
ECE2	1453600	241	47	543008	156910	0	2	0	0	10	3	637580	9.929867e-01	1
ALX3	571576	400	29	167773	55025	0	2	0	0	3	4	253399	9.930013e-01	1
SNPH	441449	468	32	244169	75544	0	1	1	0	50	70	3911390	9.930020e-01	1
HOMEZ	1171456	330	20	271504	81437	0	1	2	0	44	86	3769390	9.930043e-01	1
SCRIB	2182434	229	28	815861	273421	0	13	6	0	28	40	2454470	9.930108e-01	1
SMURF1	918974	379	46	393553	106145	0	9	6	0	2	9	275196	9.930243e-01	1
PIK3R2	1249693	226	42	364940	112819	0	12	5	0	2	10	357130	9.930282e-01	1
RABL3	307936	475	10	124960	32873	0	5	2	0	1	8	133196	9.930300e-01	1
GATA4	474662	360	27	215414	71923	0	4	4	0	7	5	291739	9.930477e-01	1
C11orf53	209532	617	16	117150	36849	0	1	1	0	12	18	578437	9.930571e-01	1
F9	69360	NaN	0	240903	60705	0	4	2	0	3	8	273634	9.930845e-01	1
FMO3	395042	1004	-11	275622	71781	0	9	3	0	2	4	127729	9.930881e-01	1
PCYOX1	669606	164	36	257517	70503	0	1	4	0	9	18	976818	9.931087e-01	1
GPR4	1029266	194	44	175938	56019	0	3	2	0	6	14	488835	9.931160e-01	1
SERINC2	748895	262	28	232170	66882	0	1	0	0	50	93	4536829	9.931201e-01	1
LRTOMT	731498	267	60	241045	76964	0	1	1	0	31	49	2402569	9.931612e-01	1
SLC43A3	923815	191	-3	249281	74479	0	1	4	0	4	6	291242	9.931756e-01	1
ANO1	763592	286	35	516809	135184	0	14	6	0	14	32	1033476	9.931894e-01	1
DMRTB1	552240	385	25	166353	55806	0	1	1	0	50	82	3889735	9.932045e-01	1
C21orf2	1153513	308	65	127658	41677	0	1	0	0	3	5	301182	9.932113e-01	1
PDHX	663753	258	6	273776	83638	0	1	1	0	50	109	5835419	9.932308e-01	1
DEFB126	215351	430	25	57297	15975	0	1	2	0	2	2	41961	9.932458e-01	1
DHX37	1085697	229	46	587809	174731	0	9	7	0	16	33	1382228	9.932540e-01	1
PAK6	829569	167	31	335688	106926	0	3	5	0	14	22	1150768	9.932645e-01	1
GGTLC1	159782	930	-48	114878	33796	0	1	1	0	9	10	352089	9.932710e-01	1
GNMT	1200368	259	40	150946	42884	0	4	3	0	3	4	161028	9.932900e-01	1
HIP1R	977561	184	37	551741	158188	0	10	0	0	1	1	203202	9.932914e-01	1
SCML2	82842	NaN	17	362242	97625	0	2	0	0	5	3	351805	9.933106e-01	1
OCA2	154909	1141	-61	426994	128723	0	11	6	0	2	7	284355	9.933289e-01	1
SPATA5L1	340172	254	10	363378	124392	0	5	0	0	1	4	285065	9.933475e-01	1
OPN3	172337	341	-13	197735	62338	0	1	1	0	5	4	357556	9.933552e-01	1
FBP2	261413	427	41	171465	51333	0	3	1	0	2	2	137101	9.933616e-01	1
NDFIP1	606399	371	40	116653	31169	0	2	3	0	2	8	183890	9.933705e-01	1
ZBTB8B	NaN	NaN	NaN	249565	69935	0	1	1	0	50	159	7976779	9.933727e-01	1
IRAK1	2355024	NaN	25	354858	112251	0	3	2	0	10	26	1453512	9.933896e-01	1
CALU	852821	304	33	204977	44233	0	1	1	0	11	38	1288934	9.934057e-01	1
SAMD14	1237828	210	23	223508	70006	0	2	0	0	8	17	861017	9.934060e-01	1
C2CD2	251773	366	76	350172	106287	0	4	4	0	14	25	934999	9.934408e-01	1
SNTB2	1187512	NaN	32	265753	85484	0	3	5	0	29	53	1964854	9.934453e-01	1
MBOAT7	735613	439	-53	239412	69225	0	6	2	0	2	4	218254	9.934672e-01	1
MYNN	400732	689	2	316305	80088	0	1	0	0	11	12	798679	9.934795e-01	1
MPP3	1053443	192	27	306081	83709	0	3	1	0	3	7	326103	9.935365e-01	1
CAD	1238919	230	39	1112783	346267	0	25	7	0	4	11	611168	9.935500e-01	1
CREBBP	637890	242	39	1235755	350882	0	35	13	0	4	15	559409	9.935528e-01	1
IRX3	99177	509	-42	240193	83141	0	2	1	0	50	80	4309274	9.935573e-01	1
CLASP2	463864	393	9	777734	216763	0	9	2	0	1	2	236075	9.935680e-01	1
KIF18B	1037808	191	34	424864	134687	0	10	3	0	13	25	921438	9.935800e-01	1
NUP188	1517799	203	29	898079	257233	0	20	4	0	0	4	257233	9.935870e-01	1
CASZ1	809310	433	27	878625	261777	0	12	7	0	35	46	3112214	9.936150e-01	1
SCAF1	1733181	195	36	627995	219532	0	15	11	0	14	40	1356242	9.936360e-01	1
ADCY3	284877	296	37	582342	166779	0	19	4	0	1	5	213497	9.936532e-01	1
SLC2A12	102277	359	16	304874	93436	0	3	5	0	10	18	669530	9.936634e-01	1
ATP2B2	673500	458	50	633746	179062	0	22	9	0	3	15	439348	9.936675e-01	1
TNFRSF1A	2670962	198	46	232312	66740	0	2	1	0	22	67	2522346	9.936951e-01	1
LARP6	250598	339	10	258724	75686	0	10	4	0	2	7	208953	9.937352e-01	1
GRIN2B	153586	825	-10	752032	207107	0	23	9	0	5	15	511058	9.937464e-01	1
ISL1	27991	1083	-28	180056	47854	0	2	3	0	4	4	247648	9.937522e-01	1
CHRNA3	495901	373	46	285704	77248	0	3	3	0	43	99	3168588	9.937717e-01	1
MXRA8	1744013	273	28	221662	69509	0	2	0	0	50	91	4546840	9.937835e-01	1
ZNF559	401242	705	-65	279101	68728	0	1	0	0	5	4	357343	9.937845e-01	1
WAS	824559	NaN	27	250204	81011	0	3	4	0	5	19	572402	9.938012e-01	1
ELK1	772893	NaN	41	207391	71000	0	1	0	0	39	81	3880150	9.938208e-01	1
FADS1	1239228	212	59	258724	71426	0	7	2	0	1	2	83141	9.938381e-01	1
ZNF235	661800	671	-34	384465	91164	0	7	4	0	2	6	272498	9.938447e-01	1
WDR1	223391	873	42	314459	85342	0	15	7	0	2	9	182754	9.938745e-01	1
GALNT5	78933	837	8	479889	129504	0	7	2	0	2	3	191842	9.938816e-01	1
PHACTR4	778726	182	29	367070	103447	0	2	3	0	50	100	4588233	9.938818e-01	1
HOXD13	242935	874	15	166850	54244	0	1	2	0	50	84	3885049	9.938830e-01	1
COL8A2	853740	282	27	323547	127587	0	2	4	0	35	60	3270686	9.938920e-01	1
BCHE	28918	1215	-18	307501	80372	0	1	4	0	18	25	1303134	9.938952e-01	1
ARHGEF6	306872	NaN	39	408818	105577	0	4	2	0	17	29	1136639	9.939212e-01	1
NAGLU	1993535	162	27	362242	117434	0	3	3	0	50	82	4306576	9.939395e-01	1
RBM12	1423559	169	53	454329	142710	0	8	3	0	4	8	377791	9.939463e-01	1
SLC15A3	802735	546	56	284000	94288	0	4	0	0	1	2	193049	9.939501e-01	1
GJC2	702358	341	15	208101	73911	0	12	3	0	2	6	168909	9.939521e-01	1
HDAC6	823539	NaN	29	613653	187227	0	6	2	0	36	48	2817919	9.939635e-01	1
ELAC2	93345	606	-52	429195	118854	0	7	0	0	1	1	173027	9.939715e-01	1
ECD	653488	233	44	352586	93010	0	5	1	0	0	1	93010	9.939789e-01	1
SLC6A3	606209	490	30	315311	93436	0	2	1	0	30	62	2912562	9.939946e-01	1
RGL4	610486	266	30	239696	71710	0	1	0	0	5	6	285136	9.940196e-01	1
GRAMD1A	821282	419	-46	370975	108488	0	6	2	0	5	9	482374	9.940245e-01	1
RNASE11	637784	493	22	102666	25986	0	1	1	0	3	6	104654	9.940483e-01	1
ERBB3	2693176	215	38	707373	201285	0	9	0	0	0	0	201285	9.940840e-01	1
GAL3ST2	598219	487	29	193546	63971	0	1	2	0	17	26	1371791	9.941021e-01	1
TSKU	287129	214	42	165714	61344	0	1	3	0	23	34	1455358	9.941117e-01	1
